,age,all star,birth date,death date,death year,experience,first year,games,last year,link,name,position
235,59,0,3/21/1889,4/11/1948,1948,,,,,/coaches/SuthJo0.htm,Jock Sutherland,Coach
236,52,0,8/24/1896,12/13/1948,1948,5,1921,20,1925,/players/T/TallDa20.htm,Dave Tallant,T
237,54,0,12/26/1893,1/1/1948,1948,1,1921,3,1921,/players/W/WillPr20.htm,Pryor Williams,G-C
238,51,0,10/17/1897,9/15/1949,1949,2,1920,23,1921,/players/B/BailRu20.htm,Russ Bailey,C
239,56,0,6/29/1893,12/1/1949,1949,2,1925,13,1926,/players/B/BranSp20.htm,Speed Braney,G-T
240,58,0,11/24/1891,12/28/1949,1949,,,,,/coaches/BricCh0.htm,Charlie Brickley,Coach
241,52,0,3/2/1897,7/10/1949,1949,1,1925,5,1925,/players/B/BurnSt20.htm,Stanley Burnham,TB-BB
242,59,0,6/1/1889,1/14/1949,1949,1,1922,9,1922,/players/B/BuscEl20.htm,Elmer Busch,G-C
243,45,0,9/26/1903,1/29/1949,1949,1,1928,5,1928,/players/C/CharWi20.htm,Win Charles,B
244,37,0,1/1/1912,12/15/1949,1949,3,1934,24,1936,/players/C/CookDa21.htm,Dave Cook,B
245,38,0,3/10/1911,11/28/1949,1949,1,1934,6,1934,/players/C/CronDo20.htm,Doc Cronkhite,E
246,57,0,7/15/1892,11/9/1949,1949,1,1925,4,1925,/players/E/EichRa20.htm,Ray Eichenlaub,FB
247,53,0,4/26/1896,9/15/1949,1949,1,1920,2,1920,/players/F/FalcDi20.htm,Dick Falcon,G
248,47,0,7/18/1901,3/31/1949,1949,1,1925,2,1925,/players/F/FishEd21.htm,Eddie Fisher,G
249,53,0,6/2/1896,8/27/1949,1949,1,1922,2,1922,/players/H/HenrRa20.htm,Ralph Henricus,HB
250,55,0,4/7/1894,7/1/1949,1949,7,1920,71,1926,/players/K/KoehBo20.htm,Bob Koehler,FB
251,50,0,6/20/1899,10/31/1949,1949,2,1925,15,1926,/players/K/KyleRi20.htm,Rip Kyle,C-T-G
252,29,0,5/2/1920,5/9/1949,1949,1,1942,11,1942,/players/M/MartVe20.htm,Vern Martin,BB
253,50,0,11/9/1898,5/16/1949,1949,2,1923,15,1924,/players/M/MiltJo20.htm,Johnny Milton,E-B
254,71,0,2/22/1878,6/14/1949,1949,,,,,/coaches/MoraCh0.htm,Charley Moran,Coach
255,35,0,5/9/1913,5/7/1949,1949,2,1937,4,1939,/players/N/NeilJi20.htm,Jim Neill,FB-WB
256,49,0,4/27/1900,6/4/1949,1949,2,1925,17,1926,/players/N/NewmOb20.htm,Obie Newman,E-TB-WB
257,52,0,12/10/1896,7/19/1949,1949,3,1921,16,1924,/players/R/RedmGu20.htm,Gus Redman,B
258,42,0,7/29/1906,3/21/1949,1949,3,1931,25,1933,/players/S/SchwEl20.htm,Elmer Schwartz,B
259,23,0,7/29/1925,1/1/1949,1949,1,1947,9,1947,/players/S/SkogBo20.htm,Bob Skoglund,DE
260,51,0,2/14/1898,9/1/1949,1949,1,1922,1,1922,/players/S/SlykBi20.htm,Bill Slyker,E
261,54,0,8/17/1894,3/23/1949,1949,5,1920,35,1926,/players/T/TomlTo20.htm,Tommy Tomlin,G-T
262,28,0,1/30/1921,2/1/1949,1949,2,1946,17,1947,/players/W/WassLl20.htm,Lloyd Wasserbach,T
263,46,0,5/15/1903,7/5/1949,1949,1,1922,2,1922,/players/W/WathPe20.htm,Pete Wathen,E-BB
264,49,0,7/30/1899,5/17/1949,1949,1,1921,2,1921,/players/W/WiggGe20.htm,Gene Wiggs,G
265,52,0,3/3/1896,1/18/1949,1949,3,1923,30,1926,/players/W/WillJo21.htm,Joe Williams,G-E-FB
266,56,0,12/24/1892,9/15/1949,1949,1,1922,5,1922,/players/W/WinnBi20.htm,C.B. Winneshiek,C
267,50,0,1/15/1900,3/24/1950,1950,7,1924,90,1931,/players/B/BehmBu20.htm,Bull Behman,T-G/Coach
268,57,0,2/12/1893,10/19/1950,1950,8,1920,78,1927,/players/B/BrenWi20.htm,Willis Brennan,G-T
269,,0,,11/24/1950,1950,1,1929,9,1929,/players/C/ChraJo20.htm,Joseph Chrape,G-T
270,50,0,6/10/1900,6/28/1950,1950,1,1926,1,1926,/players/C/ComeHo20.htm,Hook Comer,FB
271,59,0,5/19/1891,10/16/1950,1950,1,1921,3,1921,/players/D/DuggEd20.htm,Eddie Duggan,FB
272,,0,,12/11/1950,1950,2,1929,22,1930,/players/F/FeasBi20.htm,Bill Feaster,T-C
273,59,0,11/12/1891,11/12/1950,1950,2,1920,19,1921,/players/F/FeenAl20.htm,Al Feeney,C
274,47,0,5/10/1903,11/22/1950,1950,1,1925,5,1925,/players/F/FishDa20.htm,Darrell Fisher,TB-FB
275,49,0,7/30/1900,6/30/1950,1950,1,1925,16,1925,/players/F/FitzBo20.htm,Bob Fitzke,WB
276,47,0,3/10/1903,8/3/1950,1950,2,1929,18,1930,/players/F/FranCh20.htm,Chief Franta,T-G
277,57,0,4/17/1893,6/11/1950,1950,2,1920,13,1922,/players/G/GarrBu20.htm,Budge Garrett,E-G-FB/Coach
278,28,0,11/11/1921,6/13/1950,1950,1,1947,2,1947,/players/H/HillBi22.htm,Bill Hillman,B
279,,0,,7/24/1950,1950,1,1921,1,1921,/players/I/InglMa20.htm,Mark Ingle,G
280,54,0,10/25/1895,3/4/1950,1950,6,1920,43,1925,/players/K/KingRi20.htm,Rip King,B
281,52,0,10/14/1897,7/9/1950,1950,1,1922,1,1922,/players/L/LauePe20.htm,Pete Lauer,FB-QB
282,55,0,9/19/1895,12/11/1950,1950,3,1920,17,1923,/players/M/MaloGr20.htm,Grover Malone,HB-WB
283,31,0,5/1/1919,12/27/1950,1950,1,1947,4,1947,/players/N/NileJe20.htm,Jerry Niles,QB
284,51,0,11/9/1899,12/20/1950,1950,1,1924,1,1924,/players/N/NugeCl20.htm,Clem Nugent,FB-WB
285,54,0,1/24/1895,1/10/1950,1950,3,1920,13,1922,/players/P/PurdMi20.htm,Mike Purdy,BB-WB
286,32,0,12/15/1917,5/14/1950,1950,1,1944,6,1944,/players/S/SandPa20.htm,Paul Sanders,HB
287,,0,,1/15/1950,1950,1,1925,10,1925,/players/S/SharNa20.htm,Nate Share,G-T
288,33,0,12/25/1916,3/22/1950,1950,3,1939,27,1941,/players/S/SlovMa20.htm,Marty Slovak,TB-DB
289,57,0,11/14/1892,3/13/1950,1950,,,,,/coaches/StorCa0.htm,Carl Storck,Coach
290,42,0,10/2/1907,6/4/1950,1950,2,1934,21,1935,/players/S/StorEd20.htm,Ed Storm,B
291,47,0,10/15/1903,11/30/1950,1950,,,,,/players/V/VeddNo00.htm,Norton Vedder,
292,50,0,8/4/1900,4/27/1951,1951,1,1922,4,1922,/players/B/BaumBu20.htm,Buddy Baumann,T-G
293,46,0,3/2/1905,7/3/1951,1951,1,1931,6,1931,/players/B/BrumJu20.htm,Justin Brumbaugh,BB-TB
294,50,0,3/6/1901,6/9/1951,1951,1,1925,13,1925,/players/C/CartCh21.htm,Charlie Carton,E-T-G-C
295,55,0,2/28/1896,9/8/1951,1951,1,1921,10,1921,/players/C/CougFr20.htm,Frank Coughlin,T/Coach
296,32,0,12/9/1918,8/2/1951,1951,1,1946,11,1946,/players/D/DuttBi20.htm,Bill Dutton,HB
297,36,0,1/11/1915,8/10/1951,1951,1,1945,2,1945,/players/E/EatoLo20.htm,Lou Eaton,T
298,49,0,12/23/1901,4/22/1951,1951,1,1928,11,1928,/players/E/EckhOx20.htm,Ox Eckhardt,FB
299,25,0,12/18/1925,9/19/1951,1951,1,1949,12,1949,/players/E/ElliHe20.htm,Herb Ellis,C-LB
300,59,0,8/9/1891,7/24/1951,1951,2,1920,12,1921,/players/G/GormTo20.htm,Tom Gormley,G-T
301,48,0,10/5/1902,2/25/1951,1951,1,1925,1,1925,/players/H/HallHa21.htm,Harry Hall,B
302,56,0,4/18/1895,9/15/1951,1951,2,1920,13,1921,/players/H/HalsBe20.htm,Bernie Halstrom,HB
303,34,0,9/19/1917,11/12/1951,1951,1,1943,9,1943,/players/I/IppoTo20.htm,Tony Ippolito,G
304,,0,,7/25/1951,1951,,,,,/coaches/JoneRa0.htm,Ralph Jones,Coach
305,70,0,9/22/1880,7/25/1951,1951,1,1921,1,1921,/players/J/JoneRa20.htm,Ralph Jones,TB
306,53,0,9/11/1897,1/20/1951,1951,1,1923,3,1923,/players/K/KeckSt20.htm,Stan Keck,G-T
307,52,0,12/5/1898,5/6/1951,1951,1,1925,1,1925,/players/K/KenyBi20.htm,Bill Kenyon,TB
308,48,0,9/26/1902,2/14/1951,1951,1,1921,4,1921,/players/K/KlauFe20.htm,Fee Klaus,C
309,56,0,3/29/1895,11/7/1951,1951,1,1922,2,1922,/players/K/KrafRe20.htm,Reynold Kraft,E
310,50,0,1/26/1901,8/26/1951,1951,1,1921,5,1921,/players/L/LensVi20.htm,Vince Lensing,G-T
311,53,0,10/10/1897,3/7/1951,1951,1,1923,5,1923,/players/L/LoweWa20.htm,Walter Lowe,B
312,52,0,10/27/1898,2/4/1951,1951,4,1923,30,1926,/players/M/McCoEl20.htm,Elmer McCormick,C-T-C-B
313,56,0,3/2/1895,10/31/1951,1951,7,1920,59,1926,/players/M/MulbJo20.htm,Joe Mulbarger,T-G
314,51,0,10/5/1899,6/30/1951,1951,10,1922,112,1932,/players/M/MurrDo20.htm,Don Murry,T-E-G
315,46,0,6/15/1904,1/16/1951,1951,2,1926,17,1927,/players/P/PurdPi20.htm,Pid Purdy,BB
316,61,0,5/15/1890,5/19/1951,1951,2,1920,4,1921,/players/Q/QuinPa20.htm,Paddy Quinn,HB
317,53,0,9/1/1897,8/27/1951,1951,5,1922,36,1926,/players/R/RobeWo20.htm,Wooky Roberts,BB-TB
318,51,0,9/13/1899,4/6/1951,1951,1,1921,1,1921,/players/S/StitHo20.htm,Howie Stith,G
319,48,0,1/11/1903,2/16/1951,1951,1,1926,3,1926,/players/T/TrigJa20.htm,Jack Triggs,FB
320,43,0,11/10/1909,11/11/1952,1952,1,1936,5,1936,/players/A/AndeWi22.htm,Winnie Anderson,E
321,69,0,3/1/1883,9/19/1952,1952,,,,,/coaches/BezdHu0.htm,Hugo Bezdek,Coach
322,51,0,2/5/1901,11/13/1952,1952,2,1925,24,1926,/players/B/BrudDo20.htm,Doc Bruder,B
323,56,0,7/14/1896,10/30/1952,1952,2,1925,12,1926,/players/C/CaldKn20.htm,Knute Caldwell,T
324,,0,9/0/0,9/23/1952,1952,1,1925,1,1925,/players/E/EckbGu20.htm,Gus Eckberg,FB
325,56,0,3/5/1896,7/20/1952,1952,2,1920,9,1921,/players/G/GilrJo20.htm,Johnny Gilroy,B
326,50,0,3/26/1902,9/19/1952,1952,1,1922,3,1922,/players/G/GozdHi20.htm,Hippo Gozdowski,FB-G-C
327,51,0,12/11/1900,8/29/1952,1952,1,1926,2,1926,/players/G/GrahFr20.htm,Fred Graham,E
328,61,0,5/5/1891,6/5/1952,1952,2,1921,11,1922,/players/H/HaasBr20.htm,Bruno Haas,B
329,54,0,10/31/1897,2/7/1952,1952,8,1920,86,1928,/players/H/HenrPe20.htm,Pete Henry,T/Coach
330,56,0,9/5/1896,11/5/1952,1952,8,1920,85,1927,/players/K/KnopOs20.htm,Oscar Knop,B-E
331,,0,,12/0/1952,1952,1,1921,1,1921,/players/K/KuhrGe20.htm,George Kuhrt,T
332,54,0,8/24/1897,1/12/1952,1952,2,1922,15,1923,/players/L/LangIr20.htm,Irv Langhoff,B
333,,0,,8/14/1952,1952,1,1930,1,1930,/players/L/ListPa20.htm,Paul Liston,G
334,46,0,9/11/1906,10/8/1952,1952,2,1929,5,1930,/players/L/LongHa20.htm,Harvey Long,T-G
335,29,0,12/27/1922,9/29/1952,1952,2,1944,10,1945,/players/L/LowtJa20.htm,Jackie Lowther,B
336,28,0,4/8/1923,3/10/1952,1952,1,1948,1,1948,/players/M/MaveEa20.htm,Earl Maves,WB
337,41,0,1/30/1911,11/30/1952,1952,1,1932,8,1932,/players/M/MaynLe20.htm,Les Maynard,E
338,57,0,1/12/1895,3/31/1952,1952,2,1922,5,1923,/players/M/McMiBo20.htm,Bo McMillin,B/Coach
339,31,0,6/19/1921,9/24/1952,1952,1,1946,7,1946,/players/M/MitcFo20.htm,Fondren Mitchell,HB
340,45,0,9/23/1906,4/3/1952,1952,2,1932,18,1933,/players/M/MoynTi20.htm,Tim Moynihan,C
341,47,0,7/28/1905,9/30/1952,1952,3,1926,10,1930,/players/P/PlanEa20.htm,Earl Plank,E
342,46,0,3/28/1906,10/31/1952,1952,3,1932,19,1935,/players/R/RaskLe20.htm,Leo Raskowski,T
343,51,0,2/2/1901,7/24/1952,1952,1,1926,1,1926,/players/S/SeedFr20.htm,Frank Seeds,WB
344,50,0,5/19/1901,1/30/1952,1952,1,1927,2,1927,/players/S/SkeaGi20.htm,Gil Skeate,FB
345,65,0,7/28/1887,11/18/1952,1952,7,1920,46,1926,/players/S/SpecDu20.htm,Dutch Speck,G-C-T
346,60,0,6/10/1892,7/6/1952,1952,,,,,/coaches/TalbNe0.htm,Nelson Talbot,Coach
347,,0,11/0/0,11/29/1952,1952,1,1921,12,1921,/players/T/TobiLe20.htm,Leo Tobin,G-LB
348,59,0,6/17/1894,11/14/1953,1953,1,1921,1,1921,/players/A/AndeAl20.htm,Alec Anderson,G
349,55,0,12/18/1897,12/1/1953,1953,1,1926,2,1926,/players/B/BarnEd20.htm,Eddie Barnikow,FB
350,55,0,9/18/1897,4/22/1953,1953,2,1924,3,1925,/players/C/CardCa20.htm,Carl Cardarelli,C
351,57,0,3/6/1896,12/3/1953,1953,1,1922,9,1922,/players/D/DietHe20.htm,Herb Dieter,G-T-E
352,55,0,8/29/1897,6/1/1953,1953,1,1923,5,1923,/players/E/EdleDe20.htm,Deke Edler,WB
353,41,0,1/30/1912,11/18/1953,1953,1,1939,10,1939,/players/F/FrieBe21.htm,Ben Friend,T
354,59,0,12/20/1893,7/20/1953,1953,3,1920,5,1925,/players/G/GardFr20.htm,Frank Garden,E
355,54,0,6/15/1898,5/18/1953,1953,1,1929,9,1929,/players/G/GodwWa20.htm,Walt Godwin,G
356,57,0,1/19/1896,12/13/1953,1953,3,1923,32,1925,/players/H/HendDu20.htm,Dutch Hendrian,B/Coach
357,54,0,6/7/1898,5/11/1953,1953,6,1925,81,1930,/players/H/HomaTw20.htm,Two-Bits Homan,B
358,59,0,4/6/1894,11/11/1953,1953,1,1925,7,1925,/players/H/HughDe20.htm,Denny Hughes,C
359,45,0,12/5/1907,7/4/1953,1953,2,1932,22,1933,/players/K/KampJi20.htm,Jim Kamp,T-G-E
360,43,0,1/12/1910,4/5/1953,1953,1,1934,2,1934,/players/K/KnapJa20.htm,Jack Knapper,B
361,52,0,6/6/1901,11/5/1953,1953,2,1925,15,1926,/players/K/KoppWa20.htm,Walt Koppisch,TB-WB-HB/Coach
362,61,0,6/30/1891,5/29/1953,1953,1,1921,2,1921,/players/L/LeavFr20.htm,Frank Leavitt,G-C
363,35,0,8/7/1917,3/12/1953,1953,3,1940,28,1942,/players/M/MerrWa20.htm,Walt Merrill,T
364,49,0,2/13/1904,5/25/1953,1953,1,1926,3,1926,/players/M/MetzLo20.htm,Lou Metzger,FB-WB
365,61,0,11/7/1891,4/11/1953,1953,1,1920,7,1920,/players/M/MockCh20.htm,Charlie Mockmore,G
366,63,0,6/3/1889,1/1/1953,1953,5,1920,40,1926,/players/N/NessFr20.htm,Frank Nesser,FB-G-T
367,54,0,4/24/1899,7/9/1953,1953,1,1926,1,1926,/players/S/SegrRo20.htm,Rocky Segretta,E
368,46,0,1/14/1907,9/19/1953,1953,5,1930,57,1934,/players/T/TackCo20.htm,Cookie Tackwell,E-T
369,65,0,5/28/1887,3/28/1953,1953,8,1920,52,1928,/players/T/ThorJi20.htm,Jim Thorpe,TB-E-FB/Coach
370,67,0,5/7/1886,9/3/1953,1953,2,1920,9,1921,/players/T/TobiEl20.htm,Elgie Tobin,G-BB/Coach
371,53,0,10/30/1899,5/21/1953,1953,1,1921,2,1921,/players/W/WalsBu20.htm,Bullets Walson,BB
372,41,0,12/25/1911,9/22/1953,1953,3,1934,25,1945,/players/W/WaltFr20.htm,Frank Walton,G
373,50,0,8/7/1902,6/3/1953,1953,6,1923,61,1928,/players/W/WellBu20.htm,Bub Weller,T-E
374,56,0,4/26/1897,11/25/1953,1953,1,1923,1,1923,/players/W/WinbEr20.htm,Ernie Winburn,E
375,55,0,5/7/1897,1/21/1953,1953,2,1926,15,1927,/players/Y/YounFr20.htm,Frank Youngfleish,C-G
376,61,0,1/1/1893,5/18/1954,1954,7,1920,59,1926,/players/B/BlacHu20.htm,Hugh Blacklock,T-C-G
377,62,0,9/2/1891,4/22/1954,1954,1,1920,1,1920,/players/B/BrowMa24.htm,Matt Brown,HB
378,57,0,7/26/1897,12/1/1954,1954,4,1923,23,1926,/players/B/ButlSo20.htm,Sol Butler,WB-BB-HB
379,57,0,8/6/1896,6/22/1954,1954,2,1920,9,1921,/players/C/ChapLe20.htm,Leo Chappell,G
380,60,0,4/1/1893,2/18/1954,1954,4,1920,23,1923,/players/D/DellLa20.htm,Larry Dellinger,G-T
381,,0,,5/29/1954,1954,3,1928,38,1930,/players/D/DiehWa20.htm,Wally Diehl,FB
382,62,0,7/2/1891,1/3/1954,1954,,,,,/coaches/DoraGu0.htm,Gus Dorais,Coach
383,,0,,11/19/1954,1954,1,1920,2,1920,/players/E/EissAl20.htm,Alfred Eissler,HB
384,55,0,11/11/1898,3/25/1954,1954,4,1924,36,1927,/players/E/ElliWa20.htm,Walt Ellis,T
385,60,0,7/2/1894,12/23/1954,1954,7,1920,65,1926,/players/G/GardMo21.htm,Moose Gardner,G
386,44,0,3/29/1910,10/13/1954,1954,1,1934,11,1934,/players/G/GreeFr20.htm,Frank Greene,BB
387,65,0,12/10/1888,6/21/1954,1954,1,1920,1,1920,/players/M/MileBu20.htm,Buck Miles,FB
388,41,0,10/20/1912,8/3/1954,1954,1,1939,2,1939,/players/M/MoanKe20.htm,Kelly Moan,TB-DB
389,56,0,3/15/1898,10/30/1954,1954,1,1926,1,1926,/players/N/NagiBi20.htm,Bill Nagida,BB
390,52,0,3/8/1902,9/16/1954,1954,1,1924,3,1924,/players/P/PattCl20.htm,Clete Patterson,G
391,61,0,5/6/1893,12/1/1954,1954,1,1920,1,1920,/players/P/PresBi20.htm,Bill Preston,T
392,57,0,11/6/1896,1/15/1954,1954,1,1921,2,1921,/players/R/RohsTu20.htm,Tubby Rohsenberger,T
393,61,0,1/2/1893,10/17/1954,1954,5,1920,29,1924,/players/S/SiesHe20.htm,Herb Sies,G-T/Coach
394,26,0,4/28/1928,12/5/1954,1954,2,1951,18,1954,/players/S/SparDa21.htm,Dave Sparks,G-T
395,,0,,3/22/1954,1954,1,1921,6,1921,/players/S/StegPe20.htm,Pete Steger,HB-WB-BB
396,52,0,8/25/1901,7/17/1954,1954,2,1926,9,1927,/players/S/StifJi20.htm,Jim Stifler,E-WB
397,39,0,12/5/1914,6/3/1954,1954,1,1943,3,1943,/players/S/SwiaPh20.htm,Phil Swiadon,G
398,66,0,6/19/1888,12/31/1954,1954,2,1920,16,1922,/players/W/WebbAr20.htm,Art Webb,T-G
399,43,0,11/20/1910,4/0/1954,1954,1,1934,2,1934,/players/W/WunsHa20.htm,Harry Wunsch,G
400,61,0,2/5/1894,6/22/1955,1955,1,1922,8,1922,/players/A/AttaRe20.htm,Reggie Attache,WB-FB
401,42,0,1/20/1913,8/27/1955,1955,2,1934,18,1935,/players/B/BellBo22.htm,Bob Bellinger,G
402,55,0,6/28/1899,1/16/1955,1955,2,1921,13,1922,/players/C/ClagWa20.htm,Walt Clago,E
403,36,0,4/13/1918,4/2/1955,1955,1,1944,8,1944,/players/C/ClarWa20.htm,Wayne Clark,E
404,48,0,6/23/1907,7/2/1955,1955,1,1933,9,1933,/players/D/DravLe20.htm,Leo Draveling,T
405,,0,,4/15/1955,1955,3,1924,14,1929,/players/F/FausDi20.htm,Dick Faust,T-G-E
406,61,0,6/15/1894,8/5/1955,1955,1,1922,1,1922,/players/G/GlocNo20.htm,Norm Glockson,G
407,,0,,8/21/1955,1955,1,1933,3,1933,/players/H/HoodFr20.htm,Frank Hood,HB
408,52,0,5/11/1902,3/14/1955,1955,2,1921,8,1922,/players/H/HopkTe20.htm,Ted Hopkins,E
409,50,0,5/9/1904,2/9/1955,1955,1,1930,3,1930,/players/K/KakeIk20.htm,Ike Kakela,C-G
410,68,0,6/17/1886,2/13/1955,1955,,,,,/coaches/KeogJa0.htm,Jack Keogh,Coach
411,54,0,4/15/1901,11/9/1955,1955,1,1926,2,1926,/players/L/LemoCl20.htm,Cliff Lemon,E
412,48,0,10/18/1906,1/16/1955,1955,2,1930,14,1931,/players/L/LewiTi21.htm,Tiny Lewis,BB-FB-WB
413,36,0,1/10/1919,7/8/1955,1955,1,1944,9,1944,/players/M/MaguGe20.htm,George Magulick,HB
414,56,0,7/4/1898,2/25/1955,1955,1,1926,9,1926,/players/O/ONeiRe20.htm,Red O'Neill,C
415,33,0,2/11/1922,5/30/1955,1955,4,1946,40,1949,/players/P/ProkEd20.htm,Eddie Prokop,B
416,50,0,3/22/1905,10/10/1955,1955,1,1930,1,1930,/players/P/ProvKe20.htm,Ken Provencial,E
417,57,0,1/31/1898,9/1/1955,1955,2,1923,13,1924,/players/S/SeyfSi20.htm,Si Seyfrit,E
418,33,0,5/21/1921,4/22/1955,1955,1,1947,8,1947,/players/T/TalcDa20.htm,Don Talcott,T
419,52,0,4/16/1902,3/28/1955,1955,5,1926,47,1931,/players/T/ThomRe20.htm,Rex Thomas,WB-FB-TB-HB
420,47,0,10/18/1907,3/4/1955,1955,5,1929,49,1933,/players/T/TinsJe20.htm,Jess Tinsley,T-E
421,49,0,12/20/1905,3/16/1955,1955,1,1926,7,1926,/players/Z/ZehrHe20.htm,Henry Zehrer,FB-WB
422,58,0,5/16/1896,4/3/1955,1955,4,1920,34,1923,/players/Z/ZoiaCl20.htm,Clyde Zoia,G
423,29,0,10/24/1926,5/14/1956,1956,4,1950,43,1953,/players/A/AldrBe00.htm,Bennie Aldridge,DB-HB
424,71,0,7/17/1884,5/1/1956,1956,1,1921,6,1921,/players/B/BrawEd20.htm,Ed Brawley,G
425,54,0,12/5/1901,3/16/1956,1956,3,1927,28,1929,/players/C/CronBi20.htm,Bill Cronin,B-E
426,36,0,3/6/1920,5/16/1956,1956,7,1943,75,1949,/players/C/CurrDo20.htm,Don Currivan,E
427,32,0,7/24/1924,12/9/1956,1956,1,1949,12,1949,/players/D/DeMaMa20.htm,Mario DeMarco,G-LB
428,62,0,8/24/1893,3/7/1956,1956,2,1920,9,1922,/players/D/DesJPa20.htm,Paul Des Jardien,C-E
429,62,0,3/31/1893,3/9/1956,1956,1,1926,7,1926,/players/F/FincBu20.htm,Bull Finch,BB-FB
430,51,0,1/24/1905,5/26/1956,1956,2,1930,14,1931,/players/F/FlenMa20.htm,Mack Flenniken,B
431,60,0,3/24/1896,11/14/1956,1956,2,1921,16,1922,/players/H/HayeDa20.htm,Dave Hayes,E
432,52,0,8/11/1903,1/25/1956,1956,,,,,/players/K/KellLy00.htm,Lyons Kelliher,
433,58,0,8/9/1897,4/27/1956,1956,1,1922,4,1922,/players/L/LeatPa20.htm,Paul Leatherman,G-C
434,44,0,11/4/1911,3/14/1956,1956,1,1935,1,1935,/players/M/MaddBu20.htm,Buster Maddox,T
435,57,0,2/11/1899,5/5/1956,1956,1,1923,5,1923,/players/M/MattMa20.htm,Marv Mattox,B-G
436,39,0,3/9/1917,5/19/1956,1956,2,1942,3,1943,/players/M/MoonTe20.htm,Tex Mooney,T
437,55,0,9/5/1900,6/1/1956,1956,2,1922,13,1923,/players/M/MurrWi20.htm,Bill Murrah,C-G
438,57,0,3/19/1899,6/2/1956,1956,5,1920,27,1925,/players/O/OltzRu20.htm,Russ Oltz,C-G-T-FB
439,37,0,9/6/1918,3/11/1956,1956,2,1942,16,1946,/players/P/PolaJo20.htm,John Polanski,FB
440,58,0,6/6/1897,2/5/1956,1956,9,1924,77,1932,/players/R/RehnMi20.htm,Milt Rehnquist,G-C-T
441,57,0,5/26/1899,9/29/1956,1956,1,1923,2,1923,/players/R/ReisEa20.htm,Earl Reiser,BB-WB
442,54,0,10/18/1902,11/9/1956,1956,3,1930,15,1933,/players/R/RowaEv20.htm,Ev Rowan,E-B
443,51,0,12/21/1904,5/26/1956,1956,,,,,/coaches/StraNo0.htm,Red Strader,Coach
444,53,0,12/21/1902,5/26/1956,1956,1,1927,6,1927,/players/S/StraRe20.htm,Red Strader,B
445,43,0,8/16/1912,6/14/1956,1956,6,1935,49,1940,/players/S/SullFr20.htm,Frank Sullivan,C-LB
446,63,0,4/14/1893,6/29/1956,1956,1,1920,10,1920,/players/T/ThorTi20.htm,Tiny Thornhill,T
447,63,0,9/3/1892,5/11/1956,1956,1,1925,11,1925,/players/W/WimbBy20.htm,By Wimberly,T-G
448,42,0,10/4/1914,1/17/1957,1957,1,1935,1,1935,/players/A/AuguGe20.htm,Gene Augusterfer,BB-DB
449,30,0,2/15/1927,7/22/1957,1957,5,1952,54,1956,/players/B/BarnRo22.htm,Roy Barni,DB
450,59,0,11/30/1897,4/26/1957,1957,4,1923,26,1926,/players/B/BarrSh20.htm,Shorty Barr,B/Coach
451,56,0,10/29/1900,4/29/1957,1957,5,1923,41,1927,/players/B/BasiMy20.htm,Myrt Basing,B
452,45,0,1/31/1912,7/6/1957,1957,2,1937,18,1938,/players/C/CardJo20.htm,Joe Cardwell,T-DE
453,38,0,7/4/1919,10/25/1957,1957,7,1942,75,1951,/players/C/ClarSt23.htm,Stu Clarkson,LB-C
454,58,0,9/7/1898,3/9/1957,1957,4,1920,13,1925,/players/C/CrawKe20.htm,Ken Crawford,B
455,60,0,2/22/1896,1/29/1957,1957,1,1922,5,1922,/players/D/DaltMo20.htm,Moxie Dalton,B
456,57,0,9/25/1900,11/25/1957,1957,1,1926,2,1926,/players/D/DonlJi20.htm,Jim Donlin,G
457,55,0,6/21/1901,1/15/1957,1957,8,1924,92,1931,/players/D/DunnRe20.htm,Red Dunn,BB-TB
458,39,0,8/26/1917,5/12/1957,1957,5,1941,57,1949,/players/E/EshmLe20.htm,Len Eshmont,HB-FB
459,57,0,12/28/1899,6/21/1957,1957,1,1923,9,1923,/players/F/FetzGu20.htm,Gus Fetz,HB
460,53,0,2/4/1904,4/4/1957,1957,2,1925,16,1926,/players/F/FlatWi20.htm,Willie Flattery,G-E
461,40,0,9/21/1916,4/13/1957,1957,1,1941,11,1941,/players/F/FronAn20.htm,Andy Fronczek,T
462,56,0,4/10/1900,1/9/1957,1957,1,1923,2,1923,/players/G/GavaMi20.htm,Mike Gavagan,FB-BB
463,56,0,7/29/1901,8/16/1957,1957,1,1926,9,1926,/players/G/GayeCh20.htm,Chuck Gayer,T
464,52,0,7/30/1905,7/30/1957,1957,1,1931,7,1931,/players/G/GregMi20.htm,Mike Gregory,C
465,,0,,9/20/1957,1957,2,1927,7,1930,/players/H/HausKe20.htm,Ken Hauser,FB-BB
466,53,0,1/12/1904,10/25/1957,1957,2,1929,11,1930,/players/J/JennLo20.htm,Lou Jennings,E-C
467,61,0,9/28/1896,10/17/1957,1957,1,1922,3,1922,/players/K/KingGu20.htm,Gus King,E-HB
468,37,0,6/1/1920,6/14/1957,1957,3,1946,36,1948,/players/K/KlugAl20.htm,Al Klug,T-G
469,52,0,7/2/1905,9/4/1957,1957,1,1931,1,1931,/players/L/LammBu20.htm,Buck Lamme,E
470,56,0,12/8/1900,10/27/1957,1957,1,1921,1,1921,/players/M/MartHe20.htm,Herman Martell,E
