,age,birth date,death date,death season,first year,games,last year,link,name,position
1058,82,1929-05-30,2011-06-14,2011,1955,160,1957,/players/l/leclaja01.html,Jackie Leclair,C
1059,78,1932-07-15,2010-11-01,2011,1953,619,1964,/players/l/litzeed01.html,Ed Litzenberger,C/RW
1060,74,1936-11-13,2010-11-22,2011,1959,321,1971,/players/l/lundele01.html,Len Lunde,C
1061,85,1925-01-26,2010-12-06,2011,1943,327,1954,/players/l/lynnvi01.html,Vic Lynn,LW/D
1062,59,1951-07-26,2011-03-13,2011,1972,685,1982,/players/m/martiri01.html,Rick Martin,LW
1063,91,1920-02-05,2011-02-22,2011,1943,46,1945,/players/m/mcateju01.html,Jud McAtee,LW
1064,73,1937-12-16,2011-03-22,2011,1964,1,1964,/players/m/morisje01.html,Jean-Guy Morissette,G
1065,82,1928-03-05,2010-12-20,2011,1958,2,1958,/players/p/pidhiha01.html,Harry Pidhirny,C
1066,38,1972-11-24,2011-05-24,2011,1996,68,1998,/players/p/potomba01.html,Barry Potomski,LW
1067,79,1932-05-08,2011-05-24,2011,1952,57,1954,/players/p/priceja01.html,Jack Price,D
1068,80,1929-12-01,2010-10-13,2011,1953,2,1953,/players/r/roussro01.html,Roland Rousseau,D
1069,27,1984-05-16,2011-08-15,2011,2006,119,2011,/players/r/rypieri01.html,Rick Rypien,C
1070,79,1931-09-13,2010-09-24,2011,1957,249,1969,/players/s/simmodo01.html,Don Simmons,G
1071,63,1947-07-22,2011-02-10,2011,1969,28,1972,/players/s/speckfr01.html,Fred Speck,C
1072,87,1923-06-23,2010-11-18,2011,1943,502,1953,/players/s/stewaga01.html,Gaye Stewart,LW
1073,64,1947-02-28,2011-06-26,2011,1967,418,1976,/players/w/wilkiba01.html,Barry Wilkins,D
1074,45,1965-12-01,2011-09-16,2012,1985,44,1985,/players/b/belanro01.html,Roger Belanger,C
1075,91,1920-07-29,2012-02-08,2012,1941,69,1942,/players/b/bensobi01.html,Bill Benson,C
1076,92,1919-09-04,2012-04-14,2012,1942,786,1956,/players/b/bouchbu01.html,Butch Bouchard,D
1077,85,1926-03-17,2012-01-03,2012,1944,10,1944,/players/b/buttrgo01.html,Gord Buttrey,W
1078,65,1946-05-13,2011-11-13,2012,1969,1,1969,/players/c/chernmi01.html,Mike Chernoff,LW
1079,48,1963-10-31,2012-05-19,2012,1983,471,1992,/players/c/cyrpa01.html,Paul Cyr,LW
1080,84,1927-06-12,2012-03-25,2012,1948,1,1948,/players/d/decoubo01.html,Bob DeCourcy,G
1081,36,1974-11-29,2011-09-07,2012,1994,847,2010,/players/d/demitpa01.html,Pavol Demitra,LW
1082,86,1925-09-26,2012-08-28,2012,1948,206,1951,/players/d/dussano01.html,Norm Dussault,C
1083,85,1927-01-25,2012-06-22,2012,1945,911,1961,/players/f/flamafe01.html,Fern Flaman,D
1084,83,1928-09-04,2012-03-16,2012,1954,36,1956,/players/g/gariera01.html,Ray Gariepy,D
1085,84,1927-07-25,2012-02-10,2012,1948,194,1951,/players/h/harried01.html,Ed Harrison,C/LW
1086,74,1937-11-04,2011-11-10,2012,1968,70,1968,/players/h/hoeksed01.html,Ed Hoekstra,C
1087,60,1951-11-01,2012-03-07,2012,1974,140,1977,/players/h/hrechda01.html,Dave Hrechkosy,LW
1088,41,1970-04-07,2011-09-07,2012,1994,596,2006,/players/k/karpoal01.html,Alexander Karpovtsev,D
1089,51,1960-10-02,2012-07-30,2012,1982,41,1985,/players/k/kitchbi01.html,Bill Kitchen,D
1090,41,1970-09-06,2011-09-07,2012,1993,795,2004,/players/k/korolig01.html,Igor Korolev,C
1091,85,1925-11-18,2011-11-09,2012,1951,1,1951,/players/k/kotandi01.html,Dick Kotanen,D
1092,52,1960-06-01,2012-06-06,2012,1990,61,1990,/players/k/krutovl01.html,Vladimir Krutov,LW
1093,83,1929-03-07,2012-03-11,2012,1951,6,1951,/players/m/manasto01.html,Tom Manastersky,D
1094,52,1959-03-29,2011-09-07,2012,1980,1222,1997,/players/m/mccribr01.html,Brad McCrimmon,D
1095,57,1954-02-16,2011-09-20,2012,1975,62,1977,/players/n/nichopa01.html,Paul Nicholson,LW
1096,81,1930-05-27,2011-11-27,2012,1956,2,1956,/players/o/obrieel01.html,Ellard O'Brien,D
1097,32,1979-08-27,2011-09-07,2012,2000,371,2008,/players/r/rachuka01.html,Karel Rachunek,D
1098,86,1926-06-27,2012-08-21,2012,1944,535,1956,/players/r/raleido01.html,Don Raleigh,C
1099,36,1974-11-02,2011-09-07,2012,1997,917,2011,/players/s/saleiru01.html,Ruslan Salei,D
1100,86,1925-08-01,2012-06-27,2012,1948,81,1953,/players/s/sclisen01.html,Enio Sclisizzi,LW
1101,37,1974-07-09,2011-09-07,2012,1999,832,2011,/players/s/skraska01.html,Karlis Skrastins,D
1102,79,1932-07-11,2012-03-17,2012,1953,1353,1973,/players/s/stewaro01.html,Ron Stewart,RW
1103,66,1945-09-16,2012-01-09,2012,1968,189,1974,/players/t/terbepa01.html,Paul Terbenche,D
1104,80,1931-07-29,2012-04-21,2012,1953,784,1964,/players/t/toppaje01.html,Jerry Toppazzini,RW
1105,30,1980-09-12,2011-09-07,2012,2001,460,2008,/players/v/vasicjo01.html,Josef Vasicek,C
1106,23,1988-04-22,2011-09-07,2012,2011,18,2011,/players/v/vasyual01.html,Alexander Vasyunov,LW
1107,82,1929-06-14,2011-12-27,2012,1950,688,1962,/players/w/wilsojo01.html,Johnny Wilson,LW
1108,37,1975-02-17,2012-11-22,2013,2000,23,2001,/players/a/astaska01.html,Kaspars Astashenko,D/W
1109,75,1937-09-03,2013-01-16,2013,1963,4,1963,/players/b/brissge01.html,Gerry Brisson,RW
1110,47,1966-07-01,2013-08-05,2013,1985,878,2000,/players/b/burrsh01.html,Shawn Burr,LW/C
1111,83,1929-10-17,2013-05-02,2013,1963,3,1963,/players/e/elikbo01.html,Bo Elik,LW
1112,88,1924-03-11,2012-10-11,2013,1945,368,1955,/players/e/ezinibi01.html,Bill Ezinicki,RW
1113,91,1921-07-14,2013-07-02,2013,1945,45,1945,/players/g/gaudrar01.html,Armand Gaudreault,LW
1114,75,1937-04-29,2013-02-20,2013,1961,166,1970,/players/g/gauthje01.html,Jean Gauthier,D
1115,91,1921-09-05,2013-01-04,2013,1945,405,1952,/players/h/hendemu01.html,Murray Henderson,D
1116,92,1921-04-09,2013-07-04,2013,1947,9,1947,/players/l/licarto01.html,Tony Licari,RW
1117,87,1925-12-06,2013-04-16,2013,1949,259,1953,/players/l/lundpe01.html,Pentti Lund,RW
1118,56,1956-03-16,2012-11-03,2013,1977,1,1977,/players/m/mcdilje01.html,Jeff McDill,RW
1119,71,1941-08-30,2013-04-29,2013,1964,224,1972,/players/m/mcmahmi02.html,Mike McMahon,D
1120,57,1955-05-31,2012-10-23,2013,1977,63,1979,/players/s/shinsri01.html,Rick Shinske,C
1121,77,1935-05-28,2012-09-05,2013,1957,62,1959,/players/s/stratgo01.html,Gord Strate,D
1122,90,1923-08-21,2014-02-04,2014,1954,28,1955,/players/a/allenke01.html,Keith Allen,D
1123,90,1923-11-27,2014-02-17,2014,1943,62,1947,/players/b/belljo01.html,Joe Bell,LW
1124,81,1932-04-06,2013-11-23,2014,1956,6,1958,/players/b/brodeco01.html,Connie Broden,C
1125,88,1925-06-10,2013-10-30,2014,1947,223,1951,/players/g/gravele01.html,Leo Gravelle,RW
1126,80,1934-04-20,2014-04-21,2014,1956,35,1956,/players/h/heinrli01.html,Lionel Heinrich,LW
1127,62,1951-11-12,2013-12-04,2014,1976,77,1980,/players/h/hubicgr01.html,Greg Hubick,D
1128,69,1944-04-22,2014-02-10,2014,1965,775,1977,/players/j/jarredo01.html,Doug Jarrett,D
1129,67,1946-09-08,2014-01-11,2014,1969,1,1969,/players/j/junkijo01.html,Joe Junkin,G
1130,94,1919-10-10,2014-04-28,2014,1946,500,1955,/players/l/lapraed01.html,Edgar Laprade,C
1131,67,1947-02-07,2014-04-04,2014,1967,968,1981,/players/l/lonsbro01.html,Ross Lonsberry,LW
1132,65,1948-08-02,2014-05-12,2014,1971,47,1974,/players/m/marchbr01.html,Brian Marchinko,C
1133,75,1938-06-11,2014-03-15,2014,1963,34,1965,/players/m/mikolji01.html,Jim Mikol,LW/D
1134,84,1930-02-22,2014-04-01,2014,1964,1,1964,/players/m/mitchbi01.html,Bill Mitchell,D
1135,80,1933-12-13,2014-02-07,2014,1954,1391,1975,/players/m/mohnsdo01.html,Doug Mohns,LW/D
1136,80,1933-04-10,2014-03-06,2014,1953,889,1970,/players/m/murphro01.html,Ron Murphy,LW
1137,88,1925-05-26,2014-04-30,2014,1947,223,1950,/players/n/nattrra01.html,Ralph Nattrass,D
1138,85,1927-11-07,2013-10-08,2014,1948,675,1958,/players/p/prystme01.html,Metro Prystai,C
1139,91,1922-01-30,2013-09-22,2014,1948,169,1950,/players/r/rioperi01.html,Rip Riopelle,LW
1140,91,1923-02-15,2014-03-16,2014,1944,36,1945,/players/s/scherch01.html,Chuck Scherza,LW/C
1141,88,1925-03-06,2013-11-14,2014,1951,208,1953,/players/s/sinclre01.html,Reg Sinclair,RW/C
1142,82,1931-01-26,2013-09-10,2014,1950,650,1961,/players/s/skovgl01.html,Glen Skov,C/LW
1143,58,1955-04-25,2013-09-07,2014,1976,114,1981,/players/s/smithba01.html,Barry Smith,C
1144,87,1926-03-01,2013-10-18,2014,1949,1244,1969,/players/s/stanlal01.html,Allan Stanley,D
1145,87,1926-09-26,2014-01-29,2014,1952,80,1953,/players/s/stoddja01.html,Jack Stoddard,RW
1146,73,1941-04-01,2014-06-19,2014,1969,115,1972,/players/t/trottgu01.html,Guy Trottier,RW
1147,68,1945-09-25,2014-08-31,2014,1967,1087,1983,/players/v/vadnaca01.html,Carol Vadnais,D
1148,78,1935-10-19,2014-01-06,2014,1958,34,1960,/players/w/warddo01.html,Don Ward,D
1149,86,1928-06-01,2014-06-17,2014,1952,158,1969,/players/z/zeidela01.html,Larry Zeidel,D
1150,82,1932-11-01,2015-08-28,2015,1954,626,1971,/players/a/arboual01.html,Al Arbour,D
1151,85,1930-02-14,2015-02-21,2015,1953,2,1953,/players/b/bathgfr01.html,Frank Bathgate,C
1152,83,1931-08-31,2014-12-02,2015,1951,1125,1971,/players/b/belivje01.html,Jean Beliveau,C
1153,79,1936-05-12,2015-08-24,2015,1956,42,1959,/players/b/burtocu01.html,Cummy Burton,RW
1154,86,1929-04-24,2015-05-01,2015,1949,12,1949,/players/c/ceresra01.html,Ray Ceresino,RW
1155,96,1918-08-11,2014-11-07,2015,1944,38,1945,/players/d/dionco01.html,Connie Dion,G
1156,73,1941-09-11,2015-01-23,2015,1964,14,1969,/players/d/dufouma01.html,Marc Dufour,RW
1157,94,1921-07-12,2015-08-13,2015,1944,327,1950,/players/f/fillibo01.html,Bob Fillion,LW
1158,71,1942-12-09,2014-10-26,2015,1972,259,1976,/players/g/gagnoge01.html,Germain Gagnon,LW
1159,73,1941-09-19,2014-12-02,2015,1968,5,1968,/players/g/gillan01.html,Andre Gill,G
1160,93,1921-06-20,2015-02-01,2015,1945,40,1945,/players/g/gladuje01.html,Jean-Paul Gladu,LW
1161,87,1927-01-08,2014-09-27,2015,1952,351,1959,/players/h/hergewa01.html,Wally Hergesheimer,RW
1162,85,1929-11-02,2015-01-31,2015,1951,33,1955,/players/h/howevi01.html,Vic Howe,RW
1163,57,1957-05-20,2015-02-08,2015,1978,132,1981,/players/h/hoydada01.html,Dave Hoyda,LW
1164,90,1925-05-03,2015-08-08,2015,1947,48,1947,/players/j/jacksja01.html,Jack Jackson,D
1165,83,1931-06-28,2015-02-07,2015,1954,1,1954,/players/j/johnsea01.html,Earl Johnson,LW
1166,80,1934-04-22,2014-12-16,2015,1957,96,1958,/players/k/kachued01.html,Ed Kachur,RW
1167,43,1971-08-05,2014-10-10,2015,1995,76,1997,/players/k/karpova01.html,Valeri Karpov,RW
1168,97,1918-01-22,2015-04-04,2015,1941,664,1954,/players/l/lachel01.html,Elmer Lach,C
1169,95,1919-07-18,2015-05-02,2015,1943,37,1944,/players/m/mahafjo01.html,John Mahaffy,C
1170,76,1939-08-17,2015-08-25,2015,1962,841,1976,/players/m/makich01.html,Chico Maki,RW
1171,77,1936-09-19,2014-09-18,2015,1968,54,1969,/players/m/marcemi01.html,Milan Marcetta,C
1172,89,1925-03-26,2015-01-19,2015,1947,27,1947,/players/m/marquma01.html,Mark Marquess,RW
1173,81,1933-05-04,2014-09-06,2015,1968,30,1968,/players/m/martise01.html,Seth Martin,G
1174,68,1946-08-24,2015-03-11,2015,1971,18,1972,/players/m/mcleodo01.html,Don McLeod,G
1175,35,1979-12-21,2015-02-15,2015,2002,571,2012,/players/m/montast01.html,Steve Montador,D
1176,90,1925-01-24,2015-08-08,2015,1947,797,1959,/players/m/mortsgu01.html,Gus Mortson,D
1177,77,1937-11-14,2014-11-23,2015,1958,1127,1975,/players/o/olivemu01.html,Murray Oliver,C
1178,73,1941-12-11,2015-01-07,2015,1966,890,1979,/players/p/parisjp01.html,J.P. Parise,LW
1179,48,1967-03-25,2015-06-16,2015,1991,23,1993,/players/p/parksgr01.html,Greg Parks,C
1180,57,1957-09-19,2015-01-02,2015,1982,3,1982,/players/p/poulida01.html,Daniel Poulin,D
1181,84,1930-06-15,2015-04-26,2015,1951,1206,1970,/players/p/pronoma01.html,Marcel Pronovost,D
1182,71,1943-01-29,2014-11-23,2015,1969,606,1977,/players/q/quinnpa01.html,Pat Quinn,D
1183,55,1960-01-24,2015-04-14,2015,1982,365,1989,/players/r/reedsma01.html,Mark Reeds,RW
1184,93,1922-06-07,2015-07-26,2015,1946,494,1954,/players/r/reisele02.html,Leo Reise,D
1185,64,1950-07-08,2015-06-20,2015,1973,150,1976,/players/r/rombodo01.html,Doug Rombough,C
1186,78,1936-07-08,2014-09-29,2015,1961,18,1969,/players/r/ronsole01.html,Len Ronson,LW
1187,88,1925-12-23,2014-12-10,2015,1952,99,1960,/players/s/solinbo01.html,Bob Solinger,W
1188,85,1929-05-12,2015-04-06,2015,1951,652,1962,/players/s/stlaudo01.html,Dollard St. Laurent,D
1189,96,1919-04-28,2015-06-28,2015,1940,428,1951,/players/s/stanowa01.html,Wally Stanowski,D
1190,100,1913-10-29,2014-09-23,2015,1937,5,1937,/players/s/suomial01.html,Al Suomi,LW
1191,75,1938-12-17,2014-11-26,2015,1961,509,1969,/players/t/trembgi01.html,Gilles Tremblay,LW
1192,43,1971-02-26,2015-01-10,2015,1994,51,1996,/players/t/tsygude01.html,Denis Tsygurov,D
1193,83,1932-03-05,2015-12-06,2016,1957,13,1957,/players/a/anderda01.html,Dale Anderson,D
1194,96,1919-10-12,2016-02-12,2016,1947,19,1947,/players/b/barryed01.html,Ed Barry,LW
1195,83,1932-08-28,2016-02-26,2016,1953,1069,1971,/players/b/bathgan01.html,Andy Bathgate,RW
1196,74,1942-02-16,2016-03-13,2016,1970,27,1975,/players/b/brodeke01.html,Ken Broderick,G
1197,70,1945-10-09,2016-01-16,2016,1968,1,1968,/players/c/caleydo01.html,Don Caley,G
1198,82,1933-01-19,2015-09-27,2016,1957,10,1957,/players/d/defelno01.html,Norm Defelice,G
1199,49,1966-03-22,2015-09-19,2016,1987,518,1997,/players/e/ewento01.html,Todd Ewen,RW
1200,70,1945-09-22,2015-09-29,2016,1971,67,1974,/players/f/foleyri01.html,Rick Foley,D
1201,84,1932-01-20,2016-07-03,2016,1955,536,1963,/players/f/fontilo01.html,Lou Fontinato,D
1202,88,1927-08-08,2016-03-10,2016,1947,1248,1966,/players/g/gadsbbi01.html,Bill Gadsby,D
1203,83,1932-06-06,2015-11-08,2016,1953,182,1956,/players/g/guidoal01.html,Aldo Guidolin,RW/D
1204,82,1933-07-28,2016-04-16,2016,1955,358,1971,/players/h/hodgech01.html,Charlie Hodge,G
1205,88,1928-03-31,2016-06-10,2016,1947,1767,1980,/players/h/howego01.html,Gordie Howe,RW
1206,89,1926-03-03,2015-11-23,2016,1952,18,1952,/players/h/hrymnst01.html,Steve Hrymnak,D
1207,83,1932-11-27,2016-03-22,2016,1958,61,1959,/players/j/johnsno01.html,Norm Johnson,C
1208,93,1923-01-19,2016-03-29,2016,1944,2,1944,/players/k/kanefr01.html,Francis Kane,D
1209,63,1953-04-22,2016-05-30,2016,1974,919,1986,/players/l/lysiato01.html,Tom Lysiak,C
1210,86,1929-04-30,2015-10-19,2016,1948,666,1960,/players/m/mackefl01.html,Fleming MacKell,C
1211,66,1950-01-03,2016-05-30,2016,1971,846,1984,/players/m/macleri01.html,Rick MacLeish,C
1212,85,1930-08-24,2015-09-29,2016,1950,9,1956,/players/m/mayergi01.html,Gilles Mayer,G
1213,79,1936-10-29,2016-03-03,2016,1968,4,1968,/players/m/mccaste01.html,Ted McCaskill,C
1214,87,1928-11-18,2016-01-16,2016,1950,417,1960,/players/m/migayru01.html,Rudy Migay,C
1215,84,1931-01-06,2015-12-19,2016,1952,719,1968,/players/m/mooredi01.html,Dickie Moore,LW
1216,89,1926-09-04,2015-11-16,2016,1949,848,1962,/players/o/olmstbe01.html,Bert Olmstead,LW
1217,70,1945-07-06,2016-01-03,2016,1968,263,1976,/players/p/plagebi01.html,Bill Plager,D
1218,79,1936-04-11,2016-04-02,2016,1960,18,1963,/players/r/riggide01.html,Dennis Riggin,G
1219,75,1940-04-09,2015-10-23,2016,1964,1006,1978,/players/r/roberji01.html,Jimmy Roberts,D/RW
1220,89,1926-05-20,2016-01-01,2016,1952,62,1953,/players/r/rossji01.html,Jim Ross,D
1221,86,1929-04-22,2015-12-14,2016,1954,28,1955,/players/s/sonmogl01.html,Glen Sonmor,LW
1222,53,1962-06-17,2016-01-22,2016,1982,251,1988,/players/w/wilsori02.html,Rik Wilson,D
1223,65,1951-02-01,2016-12-18,2017,1972,10,1972,/players/b/bairdke01.html,Ken Baird,D
1224,62,1955-01-09,2017-04-28,2017,1976,68,1979,/players/b/breitke01.html,Ken Breitenbach,D
1225,84,1932-03-01,2017-01-03,2017,1952,1,1952,/players/b/buchami01.html,Mike Buchanan,D
1226,87,1930-06-24,2017-08-18,2017,1949,616,1960,/players/c/creigda01.html,Dave Creighton,C
1227,63,1953-05-03,2016-09-07,2017,1974,561,1982,/players/d/dailebo01.html,Bob Dailey,D
1228,84,1932-09-18,2016-12-10,2017,1954,323,1958,/players/d/dineebi01.html,Bill Dineen,RW
1229,71,1946-02-26,2017-03-25,2017,1966,790,1981,/players/d/doakga01.html,Gary Doak,D
1230,89,1927-06-02,2016-09-29,2017,1950,12,1950,/players/d/dubegi01.html,Gilles Dube,LW
1231,59,1957-05-12,2016-09-20,2017,1978,483,1989,/players/d/dunnri01.html,Richie Dunn,D
1232,66,1950-10-29,2017-01-18,2017,1972,49,1974,/players/d/dycked01.html,Ed Dyck,G
1233,84,1932-05-06,2016-09-20,2017,1952,43,1961,/players/e/edmunga01.html,Garry Edmundson,LW
1234,38,1978-05-04,2017-04-05,2017,2006,2,2007,/players/g/goveda01.html,David Gove,C/RW
1235,61,1955-09-21,2016-10-11,2017,1977,237,1982,/players/h/hagmama01.html,Matti Hagman,C
1236,75,1942-02-25,2017-08-02,2017,1968,26,1968,/players/h/harridu01.html,Duke Harris,RW
1237,79,1937-12-13,2017-07-08,2017,1961,153,1968,/players/j/johnsdo01.html,Don Johns,D
1238,82,1934-11-11,2016-11-12,2017,1960,47,1961,/players/k/kabelbo01.html,Bob Kabel,C
1239,79,1937-05-04,2016-10-21,2017,1968,52,1968,/players/k/konikge01.html,George Konik,D/LW
1240,45,1971-09-07,2017-04-25,2017,1997,37,1999,/players/l/lakovsa01.html,Sasha Lakovic,RW
1241,84,1933-06-14,2017-08-17,2017,1953,676,1969,/players/m/macdopa01.html,Parker MacDonald,C
1242,82,1934-03-30,2016-10-21,2017,1964,316,1973,/players/m/mccorbo01.html,Bob McCord,D
1243,91,1925-08-02,2017-02-22,2017,1948,311,1955,/players/m/mccorjo01.html,John McCormack,C
1244,58,1958-10-06,2017-06-20,2017,1990,10,1990,/players/m/mylnise01.html,Sergei Mylnikov,G
1245,89,1927-12-06,2017-05-13,2017,1951,8,1963,/players/p/pellema01.html,Marcel Pelletier,G
1246,70,1946-10-06,2017-06-22,2017,1966,1,1966,/players/r/ringbo01.html,Bob Ring,G
1247,81,1934-12-21,2016-11-23,2017,1955,4,1957,/players/r/roussgu01.html,Guy Rousseau,LW
1248,98,1918-03-05,2017-01-04,2017,1937,776,1955,/players/s/schmimi01.html,Milt Schmidt,C/D
1249,68,1948-12-30,2017-06-16,2017,1971,20,1971,/players/s/schocda01.html,Danny Schock,LW
1250,59,1957-07-12,2017-06-29,2017,1980,575,1988,/players/s/semenda01.html,Dave Semenko,LW
1251,58,1958-07-10,2017-04-05,2017,1982,582,1992,/players/s/sinisil01.html,Ilkka Sinisalo,RW
1252,89,1927-11-30,2017-07-12,2017,1948,744,1961,/players/s/sloanto01.html,Tod Sloan,C/RW
1253,66,1950-11-10,2017-02-03,2017,1972,575,1980,/players/s/stewabo01.html,Bob Stewart,D
1254,82,1934-11-10,2017-04-09,2017,1968,250,1972,/players/s/suthebi01.html,Bill Sutherland,C
1255,34,1982-06-17,2016-11-05,2017,2004,344,2011,/players/s/svatoma01.html,Marek Svatos,RW
1256,83,1933-07-02,2017-01-10,2017,1952,766,1969,/players/w/wharrke01.html,Kenny Wharram,RW/C
1257,77,1939-08-26,2017-05-21,2017,1968,604,1976,/players/w/whitebi01.html,Bill White,D
1258,88,1928-01-07,2016-12-07,2017,1951,334,1957,/players/w/woitbe01.html,Benny Woit,RW/D
1259,67,1950-09-27,2018-05-23,2018,1977,3,1977,/players/a/archami01.html,Michel Archambault,LW
1260,82,1935-02-09,2017-12-04,2018,1968,22,1968,/players/a/attwero01.html,Ron Attwell,RW
1261,85,1933-01-04,2018-04-27,2018,1952,288,1961,/players/b/balfoea01.html,Earl Balfour,LW
1262,74,1943-08-14,2017-12-08,2018,1968,16,1968,/players/b/boehmro01.html,Ron Boehm,LW
1263,62,1954-10-29,2017-10-08,2018,1975,23,1979,/players/b/bolanmi02.html,Mike Boland,D
1264,68,1949-11-26,2018-06-08,2018,1975,1,1975,/players/b/borotja01.html,Jack Borotsik,C
1265,93,1924-11-08,2017-12-26,2018,1954,552,1970,/players/b/bowerjo01.html,Johnny Bower,G
1266,92,1925-10-22,2017-11-21,2018,1951,1,1951,/players/c/currihu01.html,Hugh Currie,D
1267,81,1936-08-16,2017-12-26,2018,1961,12,1961,/players/d/diached01.html,Edward Diachuk,LW
1268,71,1945-11-06,2017-10-08,2018,1968,455,1979,/players/e/edestda01.html,Darryl Edestrand,D
1269,35,1982-09-28,2018-07-15,2018,2003,287,2015,/players/e/emeryra01.html,Ray Emery,G
1270,90,1927-08-30,2017-09-22,2018,1949,274,1959,/players/f/fishedu01.html,Dunc Fisher,RW
1271,89,1928-11-16,2018-03-22,2018,1951,195,1967,/players/g/gambldi01.html,Dick Gamble,LW
1272,68,1949-04-12,2017-11-05,2018,1976,305,1980,/players/g/girarbo01.html,Bob Girard,LW
1273,87,1931-05-15,2018-05-17,2018,1953,75,1955,/players/h/hayji01.html,Jim Hay,D
1274,64,1953-09-15,2018-03-11,2018,1976,570,1984,/players/h/houstke01.html,Ken Houston,RW
1275,94,1923-06-17,2018-03-15,2018,1948,1,1948,/players/k/kwongla01.html,Larry Kwong,RW
1276,93,1924-01-18,2018-01-14,2018,1944,5,1944,/players/l/labovma01.html,Max Labovitch,RW
1277,81,1936-06-18,2018-05-08,2018,1959,126,1962,/players/l/leachla01.html,Larry Leach,C
1278,80,1937-12-12,2018-06-09,2018,1959,692,1972,/players/m/mckenjo01.html,John McKenzie,RW
1279,78,1940-05-20,2018-08-07,2018,1959,1396,1980,/players/m/mikitst01.html,Stan Mikita,C/RW
1280,70,1947-03-31,2017-09-25,2018,1971,118,1975,/players/m/milleto01.html,Tom Miller,C
1281,53,1964-09-07,2017-09-11,2018,1987,141,1991,/players/p/parkeje01.html,Jeff Parker,RW
1282,78,1938-12-25,2017-09-06,2018,1965,336,1973,/players/p/picarno01.html,Noel Picard,D
1283,85,1931-12-11,2017-09-09,2018,1956,890,1969,/players/p/pilotpi01.html,Pierre Pilote,D
1284,52,1966-01-05,2018-05-29,2018,1989,8,1989,/players/p/podlora01.html,Ray Podloski,C
1285,67,1950-08-08,2018-03-17,2018,1971,615,1980,/players/p/polisgr01.html,Greg Polis,LW
1286,92,1925-01-28,2017-12-10,2018,1944,19,1944,/players/r/rittial01.html,Alan Rittinger,W
1287,51,1966-04-23,2018-02-16,2018,1987,229,1997,/players/s/smythgr01.html,Greg Smyth,D
1288,60,1957-11-29,2018-05-24,2018,1983,62,1983,/players/s/sullibo01.html,Bob Sullivan,LW
1289,64,1954-06-10,2018-08-17,2018,1976,71,1978,/players/w/walkeku01.html,Kurt Walker,D
1290,97,1920-11-03,2018-01-18,2018,1950,14,1950,/players/w/webstjo01.html,Chick Webster,C
1291,71,1946-02-18,2018-01-02,2018,1969,52,1971,/players/w/wisteji01.html,Jim Wiste,C
1292,49,1968-04-22,2017-12-10,2018,1988,637,2000,/players/z/zalapza01.html,Zarley Zalapski,D
