,age,birth date,death date,experience,games,name
2449,27.0,1965-11-21,1993-07-27,6,450,Reggie Lewis
2450,,,,14,955,Dan Majerle
2451,,,,13,855,Vernon Maxwell
2452,,,,18,1389,Reggie Miller
2453,,,,5,119,Tracy Moore
2454,,,,1,44,Martin Nessley
2455,,,,3,129,Gerald Paddio
2456,,,,13,792,Will Perdue
2457,,,,8,481,Tim Perry
2458,,,,17,1178,Scottie Pippen
2459,,,,14,976,Mitch Richmond
2460,,,,3,114,David Rivers
2461,,,,14,987,David Robinson
2462,,,,3,82,Brian Rowsom
2463,,,,11,678,Rony Seikaly
2464,,,,9,564,Charles Smith
2465,,,,10,737,Kenny Smith
2466,,,,3,141,Michael Smith
2467,,,,13,866,John Starks
2468,,,,1,1,Barry Sumpter
2469,,,,1,21,Anthony Taylor
2470,,,,7,312,Tom Tolbert
2471,,,,1,1,Gary Voce
2472,,,,2,12,Mark Wade
2473,,,,2,72,Chris Washburn
2474,,,,2,55,Eric White
2475,,,,1,49,Tony White
2476,,,,2,58,Pete Williams
2477,,,,1,36,Michael Anderson
2478,,,,9,467,Vincent Askew
2479,,,,3,142,Lance Blanks
2480,,,,1,2,Ricky Blanton
2481,,,,1,18,Steve Bucknall
2482,,,,3,55,Greg Butler
2483,,,,6,197,Adrian Caldwell
2484,,,,1,64,Rick Calloway
2485,,,,12,771,Vinny Del Negro
2486,,,,1,31,Fennis Dembo
2487,,,,12,765,Sherman Douglas
2488,,,,1,9,Terry Dozier
2489,,,,7,441,Ledell Eackles
2490,,,,1,11,Wayne Englestad
2491,,,,13,917,Danny Ferry
2492,,,,6,359,Dean Garrett
2493,,,,4,251,Tom Garrick
2494,,,,6,274,Greg Grant
2495,,,,2,50,Scott Haffner
2496,,,,13,867,Tim Hardaway
2497,,,,13,983,Hersey Hawkins
2498,,,,8,465,Carl Herrera
2499,,,,3,63,Tito Horford
2500,,,,3,87,Byron Irvin
2501,,,,1,48,Eric Johnson
2502,,,,12,735,Kevin Johnson
2503,,,,1,21,Nate Johnston
2504,,,,1,37,Bill Jones
2505,,,,1,51,Shelton Jones
2506,,,,5,241,Randolph Keys
2507,,,,3,105,Bo Kimble
2508,,,,2,13,Stan Kimbrough
2509,,,,5,218,Jerome Lane
2510,,,,12,737,Andrew Lang
2511,,,,1,4,Jeff Lebo
2512,,,,8,449,Eric Leckner
2513,,,,10,310,Tim Legler
2514,,,,1,20,Rob Lock
2515,,,,15,1003,Grant Long
2516,,,,15,883,Danny Manning
2517,48.0,1966-12-13,2015-09-11,2,29,Roy Marble
2518,48.0,1966-12-14,2015-02-28,13,882,Anthony Mason
2519,,,,15,937,Derrick McKey
2520,,,,1,24,Todd Mitchell
2521,,,,11,747,Chris Morris
2522,,,,1,2,Richard Morton
2523,,,,18,1196,Dikembe Mutombo
2524,,,,1,28,Zarko Paspalj
2525,,,,4,144,Kenny Payne
2526,,,,1,8,Anthony Pullard
2527,,,,3,138,Brian Quinnett
2528,,,,10,639,Pooh Richardson
2529,,,,1,28,Ramon Rivas
2530,,,,18,1380,Clifford Robinson
2531,,,,6,336,Rumeal Robinson
2532,,,,8,504,Donald Royal
2533,,,,4,55,Jeff Sanders
2534,50.0,1966-04-22,2017-01-27,6,303,Charles Shackleford
2535,,,,14,943,Brian Shaw
2536,,,,12,867,Rik Smits
2537,,,,2,38,Everette Stephens
2538,,,,17,1094,Rod Strickland
2539,,,,1,10,Leonard Taylor
2540,,,,1,26,Irving Thomas
2541,,,,2,60,Andy Toolson
2542,,,,2,66,Henry Turner
2543,,,,1,1,Joao Vianna
2544,,,,7,295,Morlon Wiley
2545,,,,8,435,John Williams
2546,,,,10,413,Micheal Williams
2547,,,,3,122,Kennard Winchester
2548,,,,8,359,Haywoode Workman
2549,,,,9,555,Willie Anderson
2550,,,,3,149,Michael Ansley
2551,,,,11,757,Greg Anthony
2552,,,,11,747,B.J. Armstrong
2553,,,,9,486,Keith Askins
2554,,,,14,850,Dana Barros
2555,,,,13,889,Mookie Blaylock
2556,,,,1,16,Stanley Brundy
2557,,,,11,615,Matt Bullard
2558,,,,12,666,Rex Chapman
2559,,,,3,154,Derrick Chievous
2560,,,,9,541,Chris Childs
2561,,,,15,781,Derrick Coleman
2562,,,,4,116,Anthony Cook
2563,,,,5,200,Lloyd Daniels
2564,,,,10,480,Terry Davis
2565,,,,2,6,Tony Dawson
2566,,,,2,45,Byron Dinkins
2567,,,,1,8,Aleksandar Djordjevic
2568,,,,2,64,Pat Durham
2569,,,,1,4,Patrick Eddie
2570,,,,11,474,Pervis Ellison
2571,,,,2,151,A.J. English
2572,,,,11,700,Chris Gatling
2573,,,,4,201,Gerald Glass
2574,,,,2,11,Dan Godfread
2575,,,,1,3,Ricky Grace
2576,,,,3,179,Paul Graham
2577,,,,1,53,Josh Grant
2578,,,,1,55,Sylvester Gray
2579,,,,12,687,Tom Hammonds
2580,,,,3,14,Tony Harris
2581,,,,1,4,Alvin Heggs
2582,,,,1,4,Skeeter Henry
2583,,,,2,18,Mike Higgins
2584,,,,1,45,Ed Horton
2585,,,,1,2,Tom Hovasse
2586,,,,2,95,Brian Howard
2587,,,,12,431,Jaren Jackson
2588,,,,3,90,Dave Jamerson
2589,,,,2,52,Les Jepsen
2590,,,,13,845,Ervin Johnson
2591,40.0,1967-01-13,2007-10-13,4,210,Alec Kessler
2592,,,,8,438,Stacey King
2593,,,,6,276,Negele Knight
2594,,,,2,89,Frank Kornet
2595,,,,1,48,Kurk Lee
2596,,,,3,31,Gary Leonard
2597,,,,5,237,Todd Lichti
2598,,,,1,1,Ian Lockhart
2599,,,,2,143,Jeff Martin
2600,,,,13,683,Tony Massenburg
2601,,,,1,13,Mel McCants
2602,,,,12,766,George McCloud
2603,,,,11,678,Terry Mills
2604,,,,1,36,Mike Morrison
2605,,,,3,128,John Morton
2606,,,,1,11,Chris Munk
2607,,,,1,33,Melvin Newbern
2608,46.0,1967-02-11,2013-12-15,1,20,Dyron Nix
2609,42.0,1967-07-05,2009-11-01,3,80,Alan Ogg
2610,,,,4,94,Kevin Pritchard
2611,,,,4,224,Dino Radja
2612,,,,4,127,Mark Randall
2613,,,,8,296,Eldridge Recasner
2614,,,,15,1000,Glen Rice
2615,,,,1,42,Doug Roth
2616,,,,7,174,Steve Scheffler
2617,,,,3,73,Charles Smith
2618,,,,3,168,Greg Sutton
2619,30.0,1967-10-03,1998-07-04,1,17,Jay Taylor
2620,,,,1,42,John Turner
2621,,,,1,13,Gundars Vetra
2622,,,,12,676,Doug West
2623,,,,5,281,Randy White
2624,,,,2,19,Howard Wright
2625,,,,5,256,Alaa Abdelnaby
2626,,,,13,800,Nick Anderson
2627,,,,14,840,Darrell Armstrong
2628,,,,15,1001,Stacey Augmon
2629,,,,2,21,Milos Babic
2630,,,,1,7,Cedric Ball
2631,,,,3,33,Steve Bardo
2632,,,,7,492,David Benoit
2633,,,,1,13,James Blackwell
2634,,,,6,318,Anthony Bonner
2635,,,,1,36,Mark Bradtke
2636,,,,13,694,Chucky Brown
2637,,,,12,608,Dee Brown
2638,,,,12,655,Randy Brown
2639,,,,12,720,Jud Buechler
2640,,,,8,316,Willie Burton
2641,,,,15,1044,Elden Campbell
2642,,,,11,541,Duane Causwell
2643,,,,9,584,Pete Chilcutt
2644,,,,14,852,Bimbo Coles
2645,,,,9,379,Marty Conlon
2646,,,,3,112,Chris Corchiani
2647,,,,11,667,Michael Curry
2648,,,,13,903,Antonio Davis
2649,,,,6,226,Emanual Davis
2650,,,,16,1134,Vlade Divac
2651,,,,12,742,Sean Elliott
2652,,,,13,656,Greg Foster
2653,,,,4,177,Tate George
2654,,,,15,966,Kendall Gill
2655,,,,2,22,Andres Guibert
2656,,,,1,8,Reggie Hanson
2657,,,,7,238,Steve Henson
2658,,,,6,220,Sean Higgins
2659,,,,14,801,Tyrone Hill
2660,,,,2,122,Mike Iuzzolino
2661,,,,3,164,Keith Jennings
2662,,,,6,186,Reggie Jordan
2663,,,,1,4,Thomas Jordan
2664,,,,13,846,Toni Kukoc
2665,,,,4,267,Marcus Liberty
2666,,,,2,95,Kevin Lynch
2667,,,,1,24,Tharon Mayes
2668,,,,3,115,Travis Mays
2669,,,,1,38,Rodney Monroe
2670,,,,9,508,Eric Murdock
2671,,,,4,45,Dan O'Sullivan
2672,,,,4,118,Brian Oliver
2673,,,,2,48,Walter Palmer
2674,,,,17,1335,Gary Payton
2675,,,,9,418,Brent Price
2676,,,,11,672,J.R. Reid
2677,,,,7,89,Larry Robinson
2678,,,,1,7,Stefano Rusconi
2679,43.0,1968-10-14,2012-04-15,8,217,Dwayne Schintzius
2680,,,,10,629,Dennis Scott
2681,,,,7,454,Lionel Simmons
2682,,,,9,457,Tony Smith
2683,,,,12,640,Felton Spencer
2684,,,,5,270,Larry Stewart
2685,,,,10,456,Derek Strong
2686,,,,2,13,Lamont Strothers
2687,,,,1,70,Brett Szabo
2688,,,,1,19,Stephen Thompson
2689,,,,11,689,Loy Vaught
2690,,,,9,475,Jayson Williams
2691,,,,15,746,Scott Williams
2692,,,,4,103,Trevor Wilson
2693,,,,9,586,Mahmoud Abdul-Rauf
2694,,,,1,11,Gary Alexander
2695,,,,5,286,Victor Alexander
2696,,,,9,432,Isaac Austin
2697,,,,6,352,Anthony Avent
2698,,,,1,1,LaMark Baker
2699,,,,14,821,Jon Barry
2700,,,,3,152,Tony Bennett
2701,,,,11,644,Corie Blount
2702,,,,3,153,Walter Bond
2703,,,,3,126,Kevin Brooks
2704,,,,1,4,Myron Brown
2705,,,,15,1089,P.J. Brown
2706,,,,1,7,Demetrius Calip
2707,,,,1,4,Jimmy Carruth
2708,,,,15,993,Sam Cassell
2709,,,,11,609,Cedric Ceballos
2710,,,,2,88,Duane Cooper
2711,,,,4,96,Joe Courtney
2712,,,,11,477,John Crotty
2713,,,,2,58,Corey Crowder
2714,,,,16,1094,Dale Davis
2715,33.0,1969-04-06,2002-07-07,8,413,Bison Dele
2716,,,,3,102,Richard Dumas
2717,,,,1,4,Jay Edwards
2718,,,,3,91,LeRon Ellis
2719,,,,1,30,Vincenzo Esposito
2720,,,,3,50,Matt Fish
2721,,,,13,930,Rick Fox
2722,,,,1,2,Chad Gallagher
2723,,,,10,552,Matt Geiger
2724,,,,1,5,Evric Gray
2725,,,,13,763,Tom Gugliotta
2726,,,,2,64,Jay Guidinger
2727,,,,3,8,Geert Hammink
2728,,,,1,10,Jerome Harmon
2729,,,,5,249,Donald Hodge
2730,,,,4,214,Byron Houston
2731,,,,10,707,Larry Johnson
2732,,,,14,1051,Shawn Kemp
2733,,,,3,103,Chris King
2734,,,,4,72,Rich King
2735,,,,13,868,Christian Laettner
2736,,,,1,3,Cedric Lewis
2737,,,,10,567,Luc Longley
2738,,,,6,251,Mark Macon
2739,,,,3,48,Gerald Madkins
2740,,,,2,54,Bob Martin
2741,,,,2,98,Marlon Maxey
2742,,,,1,1,Michael McDonald
2743,,,,1,23,Darren Morningstar
2744,,,,1,25,Isaiah Morris
2745,,,,4,179,Jerrod Mustaf
2746,,,,1,4,Gaylon Nickerson
2747,,,,5,78,Jimmy Oliver
2748,,,,1,4,Matt Othick
2749,,,,11,499,Doug Overton
2750,,,,10,600,Billy Owens
2751,,,,1,20,Keith Owens
2752,,,,13,552,Robert Pack
2753,,,,13,827,Anthony Peeler
2754,,,,10,549,Elliot Perry
2755,,,,1,22,Richard Petruska
2756,30.0,1969-12-20,2000-01-12,9,467,Bobby Phills
2757,46.0,1969-09-09,2016-06-07,12,749,Sean Rooks
2758,,,,5,296,Doug Smith
2759,,,,3,183,LaBradford Smith
2760,,,,14,942,Steve Smith
2761,,,,5,157,Elmore Spencer
2762,,,,3,63,Carl Thomas
2763,,,,1,36,Charles Thomas
2764,,,,1,62,Anthony Tucker
2765,,,,2,30,Donald Whiteside
2766,,,,4,260,Kenny Williams
2767,,,,7,253,Lorenzo Williams
2768,,,,2,47,Travis Williams
2769,,,,5,294,John Amaechi
2770,,,,2,27,Eric Anderson
2771,,,,14,858,Kenny Anderson
2772,,,,3,21,Elmer Bennett
2773,,,,1,27,Alex Blackwell
2774,,,,1,8,Dexter Boney
2775,,,,1,53,Marques Bragg
2776,,,,11,724,Terrell Brandon
2777,,,,3,102,Tim Breaux
2778,,,,8,362,Mitchell Butler
2779,,,,1,53,Dexter Cambridge
2780,,,,15,827,Doug Christie
2781,,,,1,3,Charles Claxton
2782,,,,1,14,Rastko Cvetkovic
2783,,,,2,75,Sasha Danilovic
2784,,,,1,68,Brian Davis
2785,,,,12,685,Hubert Davis
2786,,,,8,483,Todd Day
2787,,,,3,20,Dell Demps
2788,,,,4,193,Acie Earl
2789,,,,3,145,Harold Ellis
2790,,,,11,624,LaPhonso Ellis
2791,,,,3,50,Jo Jo English
2792,,,,2,101,Tony Farmer
2793,,,,7,318,Lawrence Funderburke
2794,,,,5,207,Greg Graham
2795,,,,5,148,Litterial Green
2796,,,,3,84,Sean Green
2797,,,,12,800,Lucious Harris
2798,,,,8,187,Antonio Harvey
2799,,,,1,27,Scott Haskin
2800,,,,2,49,Shane Heal
2801,,,,16,1107,Robert Horry
2802,,,,4,120,Stephen Howard
2803,,,,17,937,Lindsey Hunter
2804,,,,14,885,Jim Jackson
2805,,,,1,17,Stanley Jackson
2806,,,,2,6,Chris Jent
2807,,,,2,59,Dave Johnson
2808,,,,11,535,Popeye Jones
2809,,,,2,10,Adonis Jordan
2810,,,,9,617,Adam Keefe
2811,,,,1,68,Warren Kidd
2812,,,,12,774,George Lynch
2813,,,,7,259,Sam Mack
2814,,,,1,22,Malcolm Mackey
2815,,,,9,319,Don MacLean
2816,,,,2,55,Rich Manning
2817,,,,7,496,Lee Mayberry
2818,,,,9,493,Oliver Miller
2819,,,,10,568,Chris Mills
2820,,,,3,113,Eric Mobley
2821,,,,15,838,Alonzo Mourning
2822,,,,1,33,Todd Mundt
2823,,,,3,134,Ivano Newbill
2824,,,,3,68,Mike Peplowski
2825,,,,14,789,Eric Piatkowski
2826,,,,5,186,Eric Riley
2827,,,,8,300,Stanley Roberts
2828,,,,7,381,James Robinson
2829,,,,2,110,Trevor Ruffin
2830,,,,13,841,Bryon Russell
2831,,,,2,39,Kevin Salvadori
2832,30.0,1970-02-01,2000-05-20,8,493,Malik Sealy
2833,,,,8,259,Reggie Slater
2834,,,,3,224,Chris Smith
2835,,,,2,66,Reggie Smith
2836,,,,13,913,Latrell Sprewell
2837,,,,1,2,Matt Steigenga
2838,,,,10,586,Bryant Stith
2839,,,,8,281,Mark Strickland
2840,,,,6,247,Zan Tabak
2841,45.0,1970-07-19,2016-06-09,4,168,Brooks Thompson
2842,,,,4,53,Keith Tower
2843,,,,7,335,Rex Walters
2844,,,,11,630,Charlie Ward
2845,,,,13,915,Clarence Weatherspoon
2846,,,,1,9,Marcus Webb
2847,,,,1,11,Matt Wenstrom
2848,,,,3,47,Robert Werdann
2849,,,,14,949,David Wesley
2850,,,,2,39,Corey Williams
2851,,,,11,708,Walt Williams
2852,,,,4,151,Randy Woods
2853,,,,2,85,Ashraf Amaya
2854,,,,13,791,Vin Baker
2855,,,,14,912,Brent Barry
2856,,,,3,88,Corey Beck
2857,,,,13,873,Bruce Bowen
2858,,,,1,23,Evers Burns
2859,,,,8,383,Scott Burrell
2860,,,,13,825,Calbert Cheaney
2861,,,,3,25,John Coker
2862,,,,3,109,Kornel David
2863,,,,6,402,Terry Dehere
2864,,,,1,3,Bill Edwards
2865,,,,3,85,Doug Edwards
2866,32.0,1971-10-31,2004-09-04,2,11,Alphonso Ford
2867,,,,8,266,Anthony Goldwire
2868,,,,3,133,Darrin Hancock
2869,,,,14,704,Anfernee Hardaway
2870,,,,12,839,Allan Houston
2871,,,,5,269,Bobby Hurley
2872,,,,1,11,Askia Jones
2873,,,,14,954,Eddie Jones
2874,,,,6,295,Matt Maloney
2875,,,,2,7,Cuonzo Martin
2876,,,,13,514,Darrick Martin
2877,,,,2,40,Darnell Mee
2878,,,,8,181,Anthony Miller
2879,,,,4,200,Harold Miner
2880,,,,5,277,Greg Minor
2881,,,,8,465,Eric Montross
2882,,,,1,41,Dwayne Morton
2883,,,,6,307,Gheorghe Muresan
2884,,,,12,659,Tracy Murray
2885,,,,1,23,Julius Nwosu
2886,,,,15,914,Bo Outlaw
2887,,,,11,733,Wesley Person
2888,,,,9,563,Isaiah Rider
2889,,,,1,11,Antoine Rigaudeau
2890,,,,8,298,Carlos Rogers
2891,,,,12,866,Rodney Rogers
2892,,,,1,16,Brent Scott
2893,,,,1,4,Ed Stokes
2894,,,,1,9,Aaron Swinson
2895,,,,1,14,Kevin Thompson
2896,,,,1,55,B.J. Tyler
2897,,,,13,880,Nick Van Exel
2898,,,,1,15,Logan Vander Velden
2899,,,,2,13,Fred Vinson
2900,,,,1,11,Jeff Webster
2901,,,,11,579,Chris Whitney
2902,,,,14,715,Aaron Williams
2903,,,,9,456,Monty Williams
2904,,,,1,15,Luther Wright
2905,,,,3,139,Derrick Alston
2906,,,,10,708,Travis Best
2907,,,,2,32,Melvin Booker
2908,,,,1,17,Lazaro Borrell
2909,,,,12,832,Shawn Bradley
2910,,,,9,337,Rick Brunson
2911,,,,2,51,Randolph Childress
2912,,,,1,4,Robert Churchwell
2913,,,,5,147,Bill Curley
2914,31.0,1972-10-10,2004-01-09,4,110,Yinka Dare
2915,,,,4,40,Ben Davis
2916,,,,4,156,Tony Dumas
2917,,,,12,786,Howard Eisley
2918,,,,1,28,Sherell Ford
2919,,,,12,756,Brian Grant
2920,41.0,1972-05-31,2013-08-17,2,27,Devin Gray
2921,,,,4,75,Michael Hawkins
2922,,,,12,652,Alan Henderson
2923,,,,18,1026,Grant Hill
2924,,,,10,541,Fred Hoiberg
2925,,,,2,13,Frankie King
2926,,,,3,126,Gerard King
2927,,,,6,143,Antonio Lang
2928,,,,3,98,Art Long
2929,,,,1,37,Ryan Lorthridge
2930,,,,5,119,Donny Marshall
2931,,,,11,611,Jamal Mashburn
2932,,,,1,12,Clint McDaniel
2933,,,,7,401,Jim McIlvaine
2934,,,,13,793,Aaron McKie
2935,,,,3,140,Loren Meyer
2936,,,,3,119,Lawrence Moten
2937,,,,1,5,Howard Nathan
2938,,,,1,10,Ruben Nembhard
2939,,,,2,128,Ed O'Bannon
2940,,,,19,1207,Shaquille O'Neal
2941,,,,13,662,Kevin Ollie
2942,,,,1,57,Ray Owes
2943,,,,9,472,Cherokee Parks
2944,,,,1,3,Derrick Phelps
2945,,,,6,153,Mark Pope
2946,,,,5,215,Zeljko Rebraca
2947,,,,6,277,Khalid Reeves
2948,,,,4,172,Shawn Respert
2949,,,,2,66,Lou Roe
2950,,,,4,173,Clifford Rozier
2951,,,,1,8,James Scott
2952,,,,4,105,Shawnelle Scott
2953,,,,7,327,Dickey Simpkins
2954,,,,7,449,Michael Smith
2955,,,,1,8,Stevin Smith
2956,,,,18,1110,Kurt Thomas
2957,,,,4,102,Jamie Watson
2958,,,,1,8,Dwayne Whitfield
2959,,,,12,658,Eric Williams
2960,,,,7,307,Cory Alexander
2961,,,,2,117,Jerome Allen
2962,,,,1,2,Peter Aluma
2963,,,,10,719,Shandon Anderson
2964,,,,3,60,Drew Barry
2965,,,,4,68,Mario Bennett
2966,,,,4,26,Etdrick Bohannon
2967,,,,3,17,Ira Bowman
2968,,,,2,30,Donnie Boyce
2969,,,,3,127,Pat Burke
2970,,,,1,61,Junior Burrough
2971,,,,8,462,Jason Caffey
2972,,,,1,23,James Collins
2973,,,,5,230,Mark Davis
2974,,,,10,587,Andrew DeClercq
2975,,,,1,15,Nate Driggers
2976,,,,4,226,Tyus Edney
2977,,,,3,102,Brian Evans
2978,,,,15,1103,Michael Finley
2979,,,,1,13,Ruben Garces
2980,,,,2,101,Reggie Geary
2981,,,,8,417,Darvin Ham
2982,,,,1,35,Steve Hamer
2983,,,,2,38,Ben Handlogten
2984,,,,1,58,Juaquin Hawkins
2985,,,,19,1208,Juwan Howard
2986,,,,1,21,Rick Hughes
2987,,,,12,755,Bobby Jackson
2988,,,,1,4,Garth Joseph
2989,,,,19,1391,Jason Kidd
2990,,,,2,64,Jimmy King
2991,,,,5,98,Rusty LaRue
2992,,,,2,74,Priest Lauderdale
2993,,,,11,565,Voshon Lenard
2994,,,,2,28,Horacio Llamas Grey
2995,,,,15,957,Donyell Marshall
2996,,,,4,114,Amal McCaskill
2997,,,,11,736,Lamond Murray
2998,,,,1,4,Makhtar N'Diaye
2999,,,,1,13,Jeff Nordgaard
3000,,,,9,445,Moochie Norris
3001,,,,11,756,Greg Ostertag
3002,,,,16,810,Theo Ratliff
3003,,,,6,395,Bryant Reeves
3004,,,,8,403,Don Reid
3005,,,,1,36,Terrence Rencher
3006,,,,3,72,Rodrick Rhodes
3007,,,,11,688,Glenn Robinson
3008,,,,1,6,Jamal Robinson
3009,,,,3,137,Roy Rogers
3010,,,,13,923,Jalen Rose
3011,,,,13,846,Eric Snow
3012,,,,3,22,Joe Stephens
3013,,,,1,15,Kebu Stewart
3014,,,,13,878,Damon Stoudamire
3015,,,,9,501,Erick Strickland
3016,,,,10,657,Bob Sura
3017,,,,1,1,Larry Sykes
3018,,,,1,43,Dragan Tarlac
3019,,,,2,12,Jamel Thomas
3020,,,,1,22,David Vanterpool
3021,,,,4,118,David Vaughn
3022,,,,15,831,Chris Webber
3023,,,,2,80,DeJuan Wheat
3024,,,,9,587,Jerome Williams
3025,,,,12,822,Corliss Williamson
3026,,,,2,41,Ruben Wolkowyski
3027,,,,4,203,Sharone Wright
3028,,,,3,135,George Zidek
3029,,,,6,236,Tariq Abdul-Wahad
3030,,,,11,615,Derek Anderson
3031,,,,11,696,Chucky Atkins
3032,,,,2,45,Keith Booth
3033,,,,2,27,Marcus Brown
3034,,,,17,973,Marcus Camby
3035,,,,6,297,Chris Carr
3036,,,,10,541,Kelvin Cato
3037,,,,2,23,William Cunningham
3038,,,,10,545,Tony Delk
3039,,,,6,243,Bryce Drew
3040,,,,5,201,Jamie Feick
3041,,,,18,1287,Derek Fisher
3042,,,,5,225,Todd Fuller
3043,,,,2,31,Kiwane Garris
3044,,,,2,16,Paul Grant
3045,,,,9,477,Adrian Griffin
3046,,,,1,9,Derek Grimm
3047,,,,12,709,Othella Harrington
3048,,,,4,114,Mark Hendrickson
3049,,,,2,54,Jerald Honeycutt
3050,,,,1,15,Horace Jenkins
3051,,,,13,793,Anthony Johnson
3052,,,,1,1,Jonathan Kerner
3053,,,,8,507,Kerry Kittles
3054,,,,7,371,Travis Knight
3055,,,,1,5,Ibo Kutluay
3056,,,,1,17,Jason Lawson
3057,,,,4,249,Felipe Lopez
3058,,,,10,593,Walter McCarty
3059,,,,15,1015,Antonio McDyess
3060,,,,11,576,Jeff McInnis
3061,,,,2,83,Martin Muursepp
3062,,,,18,1217,Steve Nash
3063,,,,2,56,Mike Penberthy
3064,,,,2,76,Chris Robinson
3065,,,,13,813,Malik Rose
3066,,,,2,14,Jason Sasser
3067,,,,1,18,Jeffrey Sheppard
3068,,,,1,4,Alvin Sims
3069,,,,18,970,Jerry Stackhouse
3070,,,,3,54,Johnny Taylor
3071,,,,9,506,Gary Trent
3072,,,,16,1088,Ben Wallace
3073,,,,7,381,John Wallace
3074,,,,16,1109,Rasheed Wallace
3075,,,,2,104,Eric Washington
3076,,,,1,39,Bubba Wells
3077,,,,9,460,Alvin Williams
3078,,,,1,25,Dedric Willoughby
3079,,,,4,114,Dontonio Wingfield
3080,,,,1,1,Trevor Winter
3081,,,,18,1300,Ray Allen
3082,,,,3,155,Chris Anstey
3083,,,,2,73,Toby Bailey
3084,,,,4,105,Maceo Baston
3085,,,,3,46,Mengke Bateer
3086,,,,9,605,Mark Blount
3087,,,,10,507,Ryan Bowen
3088,,,,1,33,Gerald Brown
3089,,,,1,42,Cory Carr
3090,,,,13,623,Anthony Carter
3091,,,,6,353,Keon Clark
3092,,,,1,13,Sean Colson
3093,,,,2,19,James Cotton
3094,,,,7,252,Chris Crawford
3095,,,,12,659,Austin Croshere
3096,,,,16,987,Erick Dampier
3097,,,,13,872,Antonio Daniels
3098,,,,4,82,Derrick Dial
3099,,,,5,212,Michael Dickerson
3100,,,,4,278,Predrag Drobnjak
3101,,,,4,143,Obinna Ekezie
3102,,,,4,153,Evan Eschmeyer
3103,,,,1,6,Isaac Fontaine
3104,,,,12,733,Adonal Foyle
3105,,,,2,46,Chris Garner
3106,,,,1,24,Marlon Garnett
3107,,,,2,60,Ed Gray
3108,,,,2,33,Thomas Hamilton
3109,,,,6,134,Zendon Hamilton
3110,,,,5,260,Cedric Henderson
3111,,,,2,70,Chris Herren
3112,40.0,1975-04-02,2015-10-15,1,7,Nate Huffman
3113,,,,13,843,Zydrunas Ilgauskas
3114,,,,14,914,Allen Iverson
3115,,,,7,387,Marc Jackson
3116,,,,3,68,Sam Jacobson
3117,,,,9,358,Jerome James
3118,,,,12,595,Mike James
3119,,,,1,5,DeMarco Johnson
3120,,,,2,85,Charles Jones
3121,,,,1,15,Dontae' Jones
3122,,,,1,10,Mark Jones
3123,,,,12,729,Brevin Knight
3124,,,,2,25,Martin Lewis
3125,,,,11,203,Randy Livingston
3126,,,,11,230,Sean Marks
3127,,,,1,2,Kelly McCarty
3128,,,,3,113,Roshown McLeod
3129,,,,1,1,Jason Miskiri
3130,,,,11,747,Cuttino Mobley
3131,,,,13,564,Mikki Moore
3132,,,,5,69,Mamadou N'Diaye
3133,,,,6,306,Lee Nailon
3134,,,,8,380,Ira Newble
3135,,,,2,48,Charles O'Bannon
3136,,,,6,336,Fabricio Oberto
3137,,,,9,500,Michael Olowokandi
3138,,,,9,494,Anthony Parker
3139,,,,2,40,Andrae Patterson
3140,,,,10,649,Ruben Patterson
3141,,,,11,506,Scot Pollard
3142,,,,11,610,Vitaly Potapenko
3143,,,,1,4,Shea Seals
3144,,,,1,9,Casey Shaw
3145,,,,1,5,Miles Simon
3146,,,,5,142,Charles Smith
3147,,,,16,1030,Joe Smith
3148,,,,2,43,Ryan Stack
3149,,,,8,286,Michael Stewart
3150,,,,3,53,Billy Thomas
3151,,,,5,208,John Thomas
3152,,,,9,575,Keith Van Horn
3153,,,,12,776,Jacque Vaughn
3154,,,,1,1,Tyson Wheeler
3155,,,,3,18,Brandon Williams
3156,,,,12,788,Jason Williams
3157,,,,7,325,Shammond Williams
3158,34.0,1975-11-04,2010-07-29,13,778,Lorenzen Wright
3159,,,,12,830,Shareef Abdur-Rahim
3160,,,,11,671,Rafer Alston
3161,,,,14,837,Tony Battie
3162,,,,12,706,Raja Bell
3163,,,,17,1043,Chauncey Billups
3164,,,,10,366,Calvin Booth
3165,,,,13,652,Earl Boykins
3166,,,,2,22,Torraye Braggs
3167,,,,10,570,Greg Buckner
3168,,,,1,6,Geno Carlisle
3169,,,,1,10,Maurice Carter
3170,,,,3,130,Keith Closs
3171,,,,3,199,Vonteego Cummings
3172,,,,19,1392,Tim Duncan
3173,,,,9,472,Francisco Elson
3174,,,,10,440,Danny Fortson
3175,,,,4,103,Tremaine Fowlkes
3176,,,,21,1462,Kevin Garnett
3177,,,,10,552,Pat Garrity
3178,,,,2,21,Steve Goodrich
3179,,,,11,665,Matt Harpring
3180,,,,1,30,J.R. Henderson
3181,,,,1,2,Derek Hood
3182,,,,11,517,Troy Hudson
3183,,,,5,135,Jermaine Jackson
3184,,,,2,28,Randell Jackson
3185,,,,3,43,Tim James
3186,,,,16,1083,Antawn Jamison
3187,,,,2,37,Harold Jamison
3188,,,,2,138,Sarunas Jasikevicius
3189,,,,11,657,Damon Jones
3190,,,,10,563,Raef LaFrentz
3191,,,,3,119,Trajan Langdon
3192,,,,4,223,Todd MacCulloch
3193,,,,9,453,Mark Madsen
3194,,,,8,432,Ron Mercer
3195,,,,17,1304,Andre Miller
